ocel:eid,ocel:timestamp,ocel:activity,weight,price,ocel:type:items,ocel:type:products,ocel:type:customers,ocel:type:orders,ocel:type:packages
16738.0,2020-02-06 12:41:01,pay order,0.166,804.0,['885637'],['iPhone 11'],['Mahsa Bafrani'],['991385'],
16739.0,2020-02-06 12:45:01,send package,2.798,1463.97,"['886162', '886164', '886161', '886094', '886166']","['Echo Show 5', 'iPhone X', 'Kindle', 'iPad', 'Echo']",['Gyunam Park'],"['991512', '991489', '991511']",['660980']
16740.0,2020-02-06 12:52:33,pick item,0.21,529.0,['886226'],['iPhone 8'],['Kefang Ding'],['991525'],
16741.0,2020-02-06 12:59:35,pay order,3.9,3023.97,"['886172', '886173', '886170', '886169', '886171']","['Echo Show 5', 'iPhone 8', 'Echo', 'MacBook Air']",['Luis Santos'],['991514'],
16742.0,2020-02-06 13:02:31,package delivered,5.941,5663.96,"['886154', '885898', '886173', '886038', '886039', '886170', '885897', '886111', '886113', '886169', '886143']","['iPhone X', 'Echo Show 5', 'iPhone 8', 'Kindle', 'MacBook Air', 'Kindle Paperwhite', 'iPad Pro', 'Echo']",['Luis Santos'],"['991509', '991479', '991514', '991505', '991494', '991444']",['660978']
16743.0,2020-02-06 13:08:07,confirm order,1.535,1892.99,"['886176', '886177', '886175']","['iPhone X', 'Echo Show 5', 'iPad Pro']",['Christine Dobbert'],['991516'],
16744.0,2020-02-06 13:08:42,reorder item,0.21,529.0,['886087'],['iPhone 8'],['Tobias Brockhoff'],['991488'],
16745.0,2020-02-06 13:10:58,reorder item,1.48,199.99,['886168'],['Echo Studio'],['Seran Uysal'],['991513'],
16746.0,2020-02-06 13:22:20,item out of stock,0.44,476.0,['886211'],['iPad Air'],['Tobias Brockhoff'],['991523'],
16747.0,2020-02-06 13:29:34,place order,1.035,1832.99,"['886227', '886229', '886228']","['iPhone X', 'Echo Dot', 'iPad Pro']",['Tobias Brockhoff'],['991526'],
16748.0,2020-02-06 13:30:17,pick item,0.172,699.0,['886229'],['iPhone X'],['Tobias Brockhoff'],['991526'],
16749.0,2020-02-06 13:30:17,create package,6.712999999999999,8361.98,"['886156', '886148', '886031', '885930', '886147', '885918', '886063', '885503', '886149']","['MacBook Pro', 'iPad', 'Echo Show 5', 'iPhone 8', 'Fire Stick 4K', 'MacBook Air', 'Kindle Paperwhite']",['Mahsa Bafrani'],"['991449', '991484', '991510', '991356', '991507', '991477', '991447']",['660981']
16750.0,2020-02-06 13:41:13,pick item,0.483,495.0,['886191'],['iPad'],['Lisa Mannel'],['991520'],
16751.0,2020-02-06 13:50:34,pick item,0.88,89.99,['885974'],['Echo Show 5'],['Lisa Mannel'],['991460'],
16752.0,2020-02-06 13:58:33,pick item,0.188,1149.0,['886219'],['iPhone 11 Pro'],['Anahita Farhang Ghahfarokhi'],['991524'],
16753.0,2020-02-06 14:03:34,pick item,0.28,449.0,['886193'],['iPad mini'],['Lisa Mannel'],['991520'],
16754.0,2020-02-06 14:05:36,pick item,0.28,89.99,['886202'],['Fire Stick 4K'],['Christine Dobbert'],['991521'],
16755.0,2020-02-06 14:09:14,pick item,0.483,495.0,['886116'],['iPad'],['Majid Rafiei'],['991496'],
16756.0,2020-02-06 14:18:08,pick item,1.37,2500.0,['886158'],['MacBook Pro'],['Mahsa Bafrani'],['991510'],
16757.0,2020-02-06 14:24:15,pick item,0.44,476.0,['886221'],['iPad Air'],['Anahita Farhang Ghahfarokhi'],['991524'],
16758.0,2020-02-06 14:29:17,item out of stock,0.38,29.99,['886174'],['Echo Dot'],['Mahsa Bafrani'],['991515'],
16759.0,2020-02-06 14:44:05,item out of stock,0.44,476.0,['886194'],['iPad Air'],['Lisa Mannel'],['991520'],
16760.0,2020-02-06 14:47:17,pick item,0.188,1149.0,['886123'],['iPhone 11 Pro'],['Junxiong Gao'],['991498'],
16761.0,2020-02-06 14:47:17,create package,6.805,4071.94,"['886210', '886209', '886151', '886217', '886229', '886150', '886130', '886216', '886131', '886132', '886086']","['iPad Air', 'iPhone X', 'Echo Show 5', 'Echo Plus', 'Kindle', 'Echo Show 8', 'iPhone 11', 'Echo']",['Tobias Brockhoff'],"['991488', '991508', '991526', '991501', '991523']",['660982']
16762.0,2020-02-06 14:52:16,pick item,1.48,199.99,['886188'],['Echo Studio'],['Lisa Mannel'],['991520'],
16763.0,2020-02-06 15:08:38,pick item,0.98,129.99,['886146'],['Echo Show 8'],['Seran Uysal'],['991506'],
16764.0,2020-02-06 15:13:19,confirm order,2.96,2568.98,"['886223', '886221', '886220', '886219', '886222']","['iPhone 11 Pro', 'iPhone X', 'iPad Air', 'Echo Show 5', 'Echo Plus']",['Anahita Farhang Ghahfarokhi'],['991524'],
16765.0,2020-02-06 15:15:49,reorder item,0.172,699.0,['886175'],['iPhone X'],['Christine Dobbert'],['991516'],
16766.0,2020-02-06 15:16:02,pick item,0.483,495.0,['885934'],['iPad'],['Claudia Graf'],['991450'],
16767.0,2020-02-06 15:16:13,pay order,1.92,680.99,"['885639', '885638']","['iPad Air', 'Echo Studio']",['Wil van der Aalst'],['991386'],
16768.0,2020-02-06 15:18:55,place order,0.38,34.99,['886230'],['Echo Dot'],['Mahnaz Qafari'],['991527'],
16769.0,2020-02-06 15:27:18,send package,5.895,2267.93,"['885478', '886108', '886125', '886114', '886137', '886095', '886124', '886135', '886096']","['Echo Plus', 'Kindle', 'Echo Show 8', 'iPhone 11', 'Echo Dot', 'Echo']",['Junxiong Gao'],"['991490', '991503', '991351', '991498', '991493', '991499', '991495']",['660977']
16770.0,2020-02-06 15:33:05,package delivered,5.895,2267.93,"['885478', '886108', '886125', '886114', '886137', '886095', '886124', '886135', '886096']","['Echo Plus', 'Kindle', 'Echo Show 8', 'iPhone 11', 'Echo Dot', 'Echo']",['Junxiong Gao'],"['991490', '991503', '991351', '991498', '991493', '991499', '991495']",['660977']
16771.0,2020-02-06 15:35:59,reorder item,0.44,476.0,['886211'],['iPad Air'],['Tobias Brockhoff'],['991523'],
16772.0,2020-02-06 15:37:55,confirm order,0.21,534.0,['886181'],['iPhone 8'],['Christina Rensinghof'],['991518'],
16773.0,2020-02-06 15:48:32,pick item,0.88,89.99,['886176'],['Echo Show 5'],['Christine Dobbert'],['991516'],
16774.0,2020-02-06 15:52:35,pay order,1.027,2541.99,"['886001', '886000', '885999', '885998']","['iPhone X', 'iPad Pro', 'Fire Stick']",['Lisa Mannel'],['991468'],
16775.0,2020-02-06 15:56:14,package delivered,2.798,1463.97,"['886162', '886164', '886161', '886094', '886166']","['Echo Show 5', 'iPhone X', 'Kindle', 'iPad', 'Echo']",['Gyunam Park'],"['991512', '991489', '991511']",['660980']
16776.0,2020-02-06 15:56:35,confirm order,0.97,593.98,"['886226', '886225', '886224']","['Echo Dot', 'iPhone 8']",['Kefang Ding'],['991525'],
16777.0,2020-02-06 16:00:25,pick item,0.38,29.99,['886224'],['Echo Dot'],['Kefang Ding'],['991525'],
16778.0,2020-02-06 16:07:46,item out of stock,0.38,29.99,['886227'],['Echo Dot'],['Tobias Brockhoff'],['991526'],
16779.0,2020-02-06 16:08:24,pick item,0.44,476.0,['886155'],['iPad Air'],['Mahsa Bafrani'],['991510'],
16780.0,2020-02-06 16:15:59,reorder item,0.44,476.0,['886160'],['iPad Air'],['Mahsa Bafrani'],['991510'],
16781.0,2020-02-06 16:18:41,pick item,0.483,495.0,['886205'],['iPad'],['Junxiong Gao'],['991522'],
16782.0,2020-02-06 16:18:55,send package,6.805,4071.94,"['886210', '886209', '886151', '886217', '886229', '886150', '886130', '886216', '886131', '886132', '886086']","['iPad Air', 'iPhone X', 'Echo Show 5', 'Echo Plus', 'Kindle', 'Echo Show 8', 'iPhone 11', 'Echo']",['Tobias Brockhoff'],"['991488', '991508', '991526', '991501', '991523']",['660982']
16783.0,2020-02-06 16:21:40,pick item,0.495,129.0,['885813'],['Kindle Paperwhite'],['Tobias Brockhoff'],['991424'],
16784.0,2020-02-06 16:34:03,reorder item,0.38,29.99,['886227'],['Echo Dot'],['Tobias Brockhoff'],['991526'],
16785.0,2020-02-06 16:37:38,pick item,0.21,529.0,['886181'],['iPhone 8'],['Christina Rensinghof'],['991518'],
16786.0,2020-02-06 16:43:07,pick item,0.28,89.99,['886179'],['Fire Stick 4K'],['Christina Rensinghof'],['991517'],
16787.0,2020-02-06 16:56:16,send package,6.712999999999999,8361.98,"['886156', '886148', '886031', '885930', '886147', '885918', '886063', '885503', '886149']","['MacBook Pro', 'iPad', 'Echo Show 5', 'iPhone 8', 'Fire Stick 4K', 'MacBook Air', 'Kindle Paperwhite']",['Mahsa Bafrani'],"['991449', '991484', '991510', '991356', '991507', '991477', '991447']",['660981']
16788.0,2020-02-06 16:57:37,place order,2.041,4753.0,"['886233', '886232', '886231']","['iPhone 11 Pro', 'iPad Pro', 'MacBook Pro']",['Anahita Farhang Ghahfarokhi'],['991528'],
16789.0,2020-02-06 17:00:47,pick item,0.483,79.99,['886208'],['Kindle'],['Tobias Brockhoff'],['991523'],
16790.0,2020-02-06 17:00:47,create package,2.522,3328.99,"['886126', '886129', '886127']","['iPhone X', 'Echo Show 8', 'MacBook Pro']",['Mohammadreza Fani Sani'],['991500'],['660983']
16791.0,2020-02-06 17:18:18,reorder item,0.28,89.99,['886101'],['Fire Stick 4K'],['Mahsa Bafrani'],['991492'],
16792.0,2020-02-06 17:25:47,pick item,0.166,799.0,['886054'],['iPhone 11'],['Mahsa Bafrani'],['991481'],
16793.0,2020-02-06 17:44:47,pay order,0.21,534.0,['886181'],['iPhone 8'],['Christina Rensinghof'],['991518'],
16794.0,2020-02-06 18:20:14,pick item,0.483,1099.0,['886157'],['iPad Pro'],['Mahsa Bafrani'],['991510'],
16795.0,2020-02-06 18:52:04,package delivered,4.541,3745.96,"['886100', '886010', '886045', '886048', '885540', '886047', '886098', '886097']","['iPhone X', 'Echo Show 5', 'Kindle', 'Echo Show 8', 'iPad mini', 'iPad Pro', 'Echo']",['Wil van der Aalst'],"['991363', '991491', '991472', '991480']",['660979']
16796.0,2020-02-06 18:57:43,pick item,0.28,89.99,['886101'],['Fire Stick 4K'],['Mahsa Bafrani'],['991492'],
16797.0,2020-02-06 18:57:43,create package,1.456,2212.99,"['886116', '885853', '886118', '886117']","['iPad', 'iPhone 8', 'iPad Pro', 'Fire Stick 4K']",['Majid Rafiei'],"['991496', '991433']",['660984']
16798.0,2020-02-06 19:01:19,reorder item,0.483,1099.0,['886091'],['iPad Pro'],['Gyunam Park'],['991489'],
16799.0,2020-02-06 19:03:52,confirm order,1.035,1832.99,"['886227', '886229', '886228']","['iPhone X', 'Echo Dot', 'iPad Pro']",['Tobias Brockhoff'],['991526'],
16800.0,2020-02-06 19:15:02,place order,2.052,2399.98,"['886239', '886236', '886235', '886237', '886238', '886234']","['iPhone 11', 'iPad Air', 'iPad', 'Fire Stick', 'Fire Stick 4K']",['Mahsa Bafrani'],['991529'],
16801.0,2020-02-06 19:38:05,pick item,0.38,29.99,['886109'],['Echo Dot'],['Junxiong Gao'],['991493'],
16802.0,2020-02-06 20:52:39,pick item,0.483,1099.0,['885756'],['iPad Pro'],['Mahsa Bafrani'],['991410'],
16803.0,2020-02-06 22:09:39,place order,4.873,3089.97,"['886240', '886244', '886243', '886241', '886242']","['Echo Show 5', 'Echo Studio', 'Echo', 'iPad', 'MacBook Air']",['Mahsa Bafrani'],['991530'],
16804.0,2020-02-07 08:10:52,place order,7.364,6717.96,"['886252', '886253', '886256', '886248', '886247', '886245', '886255', '886246', '886250', '886254', '886249', '886251']","['iPhone X', 'MacBook Pro', 'Echo Plus', 'Kindle', 'iPhone 11', 'Kindle Paperwhite', 'Echo Dot', 'Echo Studio', 'iPad mini', 'iPad Pro']",['Marco Pegoraro'],['991531'],
16805.0,2020-02-07 08:17:17,pick item,0.88,89.99,['885973'],['Echo Show 5'],['Lisa Mannel'],['991460'],
16806.0,2020-02-07 08:18:48,item out of stock,0.483,1099.0,['886182'],['iPad Pro'],['Mohammadreza Fani Sani'],['991519'],
16807.0,2020-02-07 08:36:06,pick item,0.188,1149.0,['886035'],['iPhone 11 Pro'],['Luis Santos'],['991479'],
16808.0,2020-02-07 08:36:06,create package,0.28,89.99,['885766'],['Fire Stick 4K'],['Marco Pegoraro'],['991412'],['660985']
16809.0,2020-02-07 08:42:33,pick item,0.166,799.0,['886200'],['iPhone 11'],['Lisa Mannel'],['991520'],
16810.0,2020-02-07 08:42:33,create package,3.903,1578.96,"['886076', '886202', '886176', '886201', '886177']","['Echo Show 5', 'Echo Studio', 'iPad Pro', 'Fire Stick 4K', 'Echo']",['Christine Dobbert'],"['991486', '991516', '991521']",['660986']
16811.0,2020-02-07 09:10:08,pick item,1.37,2500.0,['886232'],['MacBook Pro'],['Anahita Farhang Ghahfarokhi'],['991528'],
16812.0,2020-02-07 09:35:19,pick item,0.38,29.99,['886227'],['Echo Dot'],['Tobias Brockhoff'],['991526'],
16813.0,2020-02-07 09:42:00,send package,0.28,89.99,['885766'],['Fire Stick 4K'],['Marco Pegoraro'],['991412'],['660985']
16814.0,2020-02-07 09:55:03,confirm order,2.041,4753.0,"['886233', '886232', '886231']","['iPhone 11 Pro', 'iPad Pro', 'MacBook Pro']",['Anahita Farhang Ghahfarokhi'],['991528'],
16815.0,2020-02-07 10:06:06,place order,2.286,2196.98,"['886263', '886261', '886262', '886259', '886260', '886258', '886257']","['iPhone 11', 'iPad Air', 'Kindle Paperwhite', 'iPhone 8', 'Fire Stick', 'Fire Stick 4K']",['Claudia Graf'],['991532'],
16816.0,2020-02-07 10:06:31,pick item,0.483,495.0,['886239'],['iPad'],['Mahsa Bafrani'],['991529'],
16817.0,2020-02-07 10:06:46,item out of stock,0.495,129.0,['886099'],['Kindle Paperwhite'],['Wil van der Aalst'],['991491'],
16818.0,2020-02-07 10:12:49,pay order,4.875,2920.96,"['886021', '886022', '886027', '886020', '886026', '886024', '886023', '886025']","['iPhone X', 'Kindle Paperwhite', 'iPhone 11 Pro', 'Echo Studio', 'iPad mini', 'Echo Plus', 'Fire Stick', 'Echo']",['Claudia Graf'],['991475'],
16819.0,2020-02-07 10:13:32,item out of stock,0.88,89.99,['886223'],['Echo Show 5'],['Anahita Farhang Ghahfarokhi'],['991524'],
16820.0,2020-02-07 10:29:01,pick item,0.483,79.99,['886184'],['Kindle'],['Mohammadreza Fani Sani'],['991519'],
16821.0,2020-02-07 10:34:47,pick item,0.166,799.0,['886183'],['iPhone 11'],['Mohammadreza Fani Sani'],['991519'],
16822.0,2020-02-07 10:34:47,create package,2.653,5319.0,"['886221', '886220', '886232', '886219', '885730']","['iPhone X', 'iPhone 11 Pro', 'iPad Air', 'iPad', 'MacBook Pro']",['Anahita Farhang Ghahfarokhi'],"['991404', '991528', '991524']",['660987']
16823.0,2020-02-07 10:35:57,pick item,0.28,89.99,['886261'],['Fire Stick 4K'],['Claudia Graf'],['991532'],
16824.0,2020-02-07 10:36:44,pay order,0.8320000000000001,823.98,"['886141', '886143', '886142']","['iPhone X', 'Echo Dot', 'Fire Stick 4K']",['Luis Santos'],['991505'],
16825.0,2020-02-07 10:45:15,pick item,0.44,476.0,['886102'],['iPad Air'],['Mahsa Bafrani'],['991492'],
16826.0,2020-02-07 10:52:50,confirm order,2.8560000000000003,1763.98,"['886204', '886206', '886207', '886203', '886205']","['iPhone 8', 'Echo Studio', 'Fire Stick', 'iPad']",['Junxiong Gao'],['991522'],
16827.0,2020-02-07 10:54:15,confirm order,4.873,3089.97,"['886240', '886244', '886243', '886241', '886242']","['Echo Show 5', 'Echo Studio', 'Echo', 'iPad', 'MacBook Air']",['Mahsa Bafrani'],['991530'],
16828.0,2020-02-07 10:56:57,pay order,1.463,1382.99,"['886138', '886140', '886139']","['iPhone 11 Pro', 'Kindle Paperwhite', 'Echo']",['Claudia Graf'],['991504'],
16829.0,2020-02-07 10:57:56,pick item,0.483,1099.0,['886249'],['iPad Pro'],['Marco Pegoraro'],['991531'],
16830.0,2020-02-07 11:11:26,send package,1.456,2212.99,"['886116', '885853', '886118', '886117']","['iPad', 'iPhone 8', 'iPad Pro', 'Fire Stick 4K']",['Majid Rafiei'],"['991496', '991433']",['660984']
16831.0,2020-02-07 11:11:28,confirm order,2.052,2399.98,"['886239', '886236', '886235', '886237', '886238', '886234']","['iPhone 11', 'iPad Air', 'iPad', 'Fire Stick', 'Fire Stick 4K']",['Mahsa Bafrani'],['991529'],
16832.0,2020-02-07 11:24:54,pick item,0.78,99.99,['886187'],['Echo'],['Lisa Mannel'],['991520'],
16833.0,2020-02-07 11:27:47,pick item,1.25,2200.0,['886240'],['MacBook Air'],['Mahsa Bafrani'],['991530'],
16834.0,2020-02-07 11:27:47,create package,2.698,3927.99,"['886145', '886144', '886146', '886167']","['iPhone 11 Pro', 'iPad mini', 'MacBook Air', 'Echo Show 8']",['Seran Uysal'],"['991513', '991506']",['660988']
16835.0,2020-02-07 11:31:59,place order,1.4480000000000002,1373.98,"['886266', '886265', '886264']","['iPhone 11 Pro', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],['991533'],
16836.0,2020-02-07 11:47:55,pay order,2.052,2399.98,"['886239', '886236', '886235', '886237', '886238', '886234']","['iPhone 11', 'iPad Air', 'iPad', 'Fire Stick', 'Fire Stick 4K']",['Mahsa Bafrani'],['991529'],
16837.0,2020-02-07 11:52:44,package delivered,6.712999999999999,8361.98,"['886156', '886148', '886031', '885930', '886147', '885918', '886063', '885503', '886149']","['MacBook Pro', 'iPad', 'Echo Show 5', 'iPhone 8', 'Fire Stick 4K', 'MacBook Air', 'Kindle Paperwhite']",['Mahsa Bafrani'],"['991449', '991484', '991510', '991356', '991507', '991477', '991447']",['660981']
16838.0,2020-02-07 11:59:30,pay order,0.552,733.99,"['886115', '886114']","['iPhone X', 'Echo Dot']",['Junxiong Gao'],['991495'],
16839.0,2020-02-07 12:00:40,send package,3.903,1578.96,"['886076', '886202', '886176', '886201', '886177']","['Echo Show 5', 'Echo Studio', 'iPad Pro', 'Fire Stick 4K', 'Echo']",['Christine Dobbert'],"['991486', '991516', '991521']",['660986']
16840.0,2020-02-07 12:03:06,pick item,0.44,476.0,['886236'],['iPad Air'],['Mahsa Bafrani'],['991529'],
16841.0,2020-02-07 12:05:30,pick item,0.78,99.99,['886171'],['Echo'],['Luis Santos'],['991514'],
16842.0,2020-02-07 12:07:16,item out of stock,0.495,129.0,['886259'],['Kindle Paperwhite'],['Claudia Graf'],['991532'],
16843.0,2020-02-07 12:17:22,item out of stock,0.483,1099.0,['886233'],['iPad Pro'],['Anahita Farhang Ghahfarokhi'],['991528'],
16844.0,2020-02-07 13:09:56,pay order,2.418,3483.99,"['886145', '886144', '886146']","['iPhone 11 Pro', 'Echo Show 8', 'MacBook Air']",['Seran Uysal'],['991506'],
16845.0,2020-02-07 13:23:46,place order,1.812,1312.98,"['886270', '886267', '886269', '886268']","['iPhone X', 'Echo Dot', 'iPad mini', 'Echo Show 8']",['Gyunam Park'],['991534'],
16846.0,2020-02-07 13:31:19,item out of stock,0.172,699.0,['886189'],['iPhone X'],['Lisa Mannel'],['991520'],
16847.0,2020-02-07 13:35:24,pick item,0.483,495.0,['886088'],['iPad'],['Gyunam Park'],['991489'],
16848.0,2020-02-07 13:48:59,confirm order,1.4480000000000002,1373.98,"['886266', '886265', '886264']","['iPhone 11 Pro', 'Echo Show 8', 'Fire Stick 4K']",['Seran Uysal'],['991533'],
16849.0,2020-02-07 13:56:39,pick item,1.28,149.99,['886222'],['Echo Plus'],['Anahita Farhang Ghahfarokhi'],['991524'],
16850.0,2020-02-07 13:56:39,create package,7.617000000000001,6390.94,"['886187', '886190', '886192', '886200', '886196', '885974', '886193', '886197', '886191', '886188', '886028', '885973']","['iPhone X', 'iPad', 'Echo Show 5', 'Kindle', 'Fire Stick 4K', 'MacBook Air', 'iPhone 11', 'Echo Studio', 'iPad mini', 'iPad Pro', 'Echo']",['Lisa Mannel'],"['991520', '991460', '991476']",['660989']
16851.0,2020-02-07 13:57:38,pick item,1.48,199.99,['886204'],['Echo Studio'],['Junxiong Gao'],['991522'],
16852.0,2020-02-07 13:57:49,pick item,0.166,799.0,['886253'],['iPhone 11'],['Marco Pegoraro'],['991531'],
16853.0,2020-02-07 14:00:22,package delivered,0.28,89.99,['885766'],['Fire Stick 4K'],['Marco Pegoraro'],['991412'],['660985']
16854.0,2020-02-07 14:14:08,pick item,0.172,699.0,['886218'],['iPhone X'],['Tobias Brockhoff'],['991523'],
16855.0,2020-02-07 14:27:03,pick item,0.483,495.0,['886207'],['iPad'],['Junxiong Gao'],['991522'],
16856.0,2020-02-07 14:28:43,confirm order,2.286,2196.98,"['886263', '886261', '886262', '886259', '886260', '886258', '886257']","['iPhone 11', 'iPad Air', 'Kindle Paperwhite', 'iPhone 8', 'Fire Stick', 'Fire Stick 4K']",['Claudia Graf'],['991532'],
16857.0,2020-02-07 14:43:26,pick item,0.495,129.0,['886260'],['Kindle Paperwhite'],['Claudia Graf'],['991532'],
16858.0,2020-02-07 14:46:19,pick item,0.28,449.0,['886252'],['iPad mini'],['Marco Pegoraro'],['991531'],
16859.0,2020-02-07 15:02:04,pick item,0.483,495.0,['886237'],['iPad'],['Mahsa Bafrani'],['991529'],
16860.0,2020-02-07 15:07:19,place order,4.11,2864.97,"['886274', '886272', '886273', '886271']","['Echo Show 8', 'MacBook Pro', 'Echo']",['Christine Dobbert'],['991535'],
16861.0,2020-02-07 15:19:54,pick item,0.28,449.0,['886267'],['iPad mini'],['Gyunam Park'],['991534'],
16862.0,2020-02-07 15:23:00,package delivered,3.903,1578.96,"['886076', '886202', '886176', '886201', '886177']","['Echo Show 5', 'Echo Studio', 'iPad Pro', 'Fire Stick 4K', 'Echo']",['Christine Dobbert'],"['991486', '991516', '991521']",['660986']
16863.0,2020-02-07 15:27:26,pick item,0.88,89.99,['886186'],['Echo Show 5'],['Lisa Mannel'],['991520'],
16864.0,2020-02-07 15:43:25,send package,2.698,3927.99,"['886145', '886144', '886146', '886167']","['iPhone 11 Pro', 'iPad mini', 'MacBook Air', 'Echo Show 8']",['Seran Uysal'],"['991513', '991506']",['660988']
16865.0,2020-02-07 15:45:31,pick item,0.78,99.99,['886159'],['Echo'],['Mahsa Bafrani'],['991510'],
16866.0,2020-02-07 15:51:30,pick item,0.98,129.99,['886272'],['Echo Show 8'],['Christine Dobbert'],['991535'],
16867.0,2020-02-07 15:55:39,confirm order,0.38,34.99,['886230'],['Echo Dot'],['Mahnaz Qafari'],['991527'],
16868.0,2020-02-07 15:57:10,package delivered,1.456,2212.99,"['886116', '885853', '886118', '886117']","['iPad', 'iPhone 8', 'iPad Pro', 'Fire Stick 4K']",['Majid Rafiei'],"['991496', '991433']",['660984']
16869.0,2020-02-07 16:07:26,pick item,0.495,129.0,['886128'],['Kindle Paperwhite'],['Mohammadreza Fani Sani'],['991500'],
16870.0,2020-02-07 16:07:26,create package,3.05,918.97,"['885563', '886178', '886179', '886181']","['iPhone 8', 'Echo Plus', 'Fire Stick 4K']",['Christina Rensinghof'],"['991370', '991517', '991518']",['660990']
16871.0,2020-02-07 16:34:25,place order,1.376,2911.0,"['886278', '886277', '886276', '886275']","['iPhone 11 Pro', 'Kindle Paperwhite', 'iPhone 8', 'iPad Pro']",['Lisa Mannel'],['991536'],
16872.0,2020-02-07 16:37:05,send package,2.522,3328.99,"['886126', '886129', '886127']","['iPhone X', 'Echo Show 8', 'MacBook Pro']",['Mohammadreza Fani Sani'],['991500'],['660983']
16873.0,2020-02-07 16:37:17,confirm order,1.812,1312.98,"['886270', '886267', '886269', '886268']","['iPhone X', 'Echo Dot', 'iPad mini', 'Echo Show 8']",['Gyunam Park'],['991534'],
16874.0,2020-02-07 16:37:24,item out of stock,0.483,495.0,['886244'],['iPad'],['Mahsa Bafrani'],['991530'],
16875.0,2020-02-07 16:38:15,pick item,1.28,149.99,['885969'],['Echo Plus'],['Christina Rensinghof'],['991459'],
16876.0,2020-02-07 16:39:02,pick item,0.483,1099.0,['885868'],['iPad Pro'],['Anahita Farhang Ghahfarokhi'],['991437'],
16877.0,2020-02-07 16:46:58,pick item,0.483,1099.0,['886278'],['iPad Pro'],['Lisa Mannel'],['991536'],
16878.0,2020-02-07 16:56:37,send package,2.653,5319.0,"['886221', '886220', '886232', '886219', '885730']","['iPhone X', 'iPhone 11 Pro', 'iPad Air', 'iPad', 'MacBook Pro']",['Anahita Farhang Ghahfarokhi'],"['991404', '991528', '991524']",['660987']
16879.0,2020-02-07 16:57:52,reorder item,0.483,1099.0,['886233'],['iPad Pro'],['Anahita Farhang Ghahfarokhi'],['991528'],
16880.0,2020-02-07 17:07:40,package delivered,6.805,4071.94,"['886210', '886209', '886151', '886217', '886229', '886150', '886130', '886216', '886131', '886132', '886086']","['iPad Air', 'iPhone X', 'Echo Show 5', 'Echo Plus', 'Kindle', 'Echo Show 8', 'iPhone 11', 'Echo']",['Tobias Brockhoff'],"['991488', '991508', '991526', '991501', '991523']",['660982']
16881.0,2020-02-07 17:18:54,pick item,0.21,529.0,['886263'],['iPhone 8'],['Claudia Graf'],['991532'],
16882.0,2020-02-07 17:18:54,create package,4.704,3087.96,"['886204', '886207', '886107', '886123', '886109', '886203', '886205', '886206']","['iPad', 'iPhone 11 Pro', 'iPhone 8', 'Echo Plus', 'Fire Stick', 'Echo Dot', 'Echo Studio']",['Junxiong Gao'],"['991522', '991498', '991493']",['660991']
16883.0,2020-02-07 17:26:59,pick item,0.483,79.99,['886163'],['Kindle'],['Gyunam Park'],['991511'],
16884.0,2020-02-07 17:31:09,pick item,0.483,79.99,['886255'],['Kindle'],['Marco Pegoraro'],['991531'],
16885.0,2020-02-07 17:38:25,failed delivery,2.698,3927.99,"['886145', '886144', '886146', '886167']","['iPhone 11 Pro', 'iPad mini', 'MacBook Air', 'Echo Show 8']",['Seran Uysal'],"['991513', '991506']",['660988']
16886.0,2020-02-07 17:40:08,pick item,0.483,1099.0,['886112'],['iPad Pro'],['Luis Santos'],['991494'],
16887.0,2020-02-07 18:28:38,place order,1.26,583.99,"['886280', '886279']","['iPad mini', 'Echo Show 8']",['Tobias Brockhoff'],['991537'],
16888.0,2020-02-07 18:31:28,item out of stock,0.495,129.0,['886275'],['Kindle Paperwhite'],['Lisa Mannel'],['991536'],
16889.0,2020-02-07 19:05:55,pick item,0.495,129.0,['886198'],['Kindle Paperwhite'],['Lisa Mannel'],['991520'],
16890.0,2020-02-07 19:23:57,pick item,1.48,199.99,['886241'],['Echo Studio'],['Mahsa Bafrani'],['991530'],
16891.0,2020-02-07 19:38:01,pick item,0.495,129.0,['886245'],['Kindle Paperwhite'],['Marco Pegoraro'],['991531'],
16892.0,2020-02-07 21:05:29,place order,3.176,3652.99,"['886281', '886282', '886284', '886283']","['iPhone 11', 'iPad mini', 'Echo Studio', 'MacBook Air']",['Mahnaz Qafari'],['991538'],
16893.0,2020-02-07 21:06:06,pick item,0.28,449.0,['886280'],['iPad mini'],['Tobias Brockhoff'],['991537'],
16894.0,2020-02-07 21:17:34,confirm order,7.364,6717.96,"['886252', '886253', '886256', '886248', '886247', '886245', '886255', '886246', '886250', '886254', '886249', '886251']","['iPhone X', 'MacBook Pro', 'Echo Plus', 'Kindle', 'iPhone 11', 'Kindle Paperwhite', 'Echo Dot', 'Echo Studio', 'iPad mini', 'iPad Pro']",['Marco Pegoraro'],['991531'],
16895.0,2020-02-07 21:27:03,pay order,1.862,1432.99,"['886017', '886019', '886018']","['iPhone X', 'iPhone 8', 'Echo Studio']",['Seran Uysal'],['991474'],
16896.0,2020-02-07 21:43:32,pick item,0.38,29.99,['886230'],['Echo Dot'],['Mahnaz Qafari'],['991527'],
